Fundo,CNPJ,Data,Tipo,Documento,Espécie,Arquivo,ID CVM
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,03/2025,outro,Informe Trimestral,,,901297
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,06/2025,outro,Informe Trimestral,,,970118
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,09/2025,outro,Informe Trimestral,,,1039941
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,12/2025,outro,Informe Trimestral,,,1103653
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,22/12/2025 10:00,assembleia,AGE,Ata da Assembleia,data/raw/54218941000125/1072780_assembleia_assembleia_1072780_2025-12-22.pdf,1072780
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,22/12/2025,regulamento,Regulamento,,data/raw/54218941000125/1072783_regulamento_regulamento_1072783_2025-12-22.pdf,1072783
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,31/12/2025,outro,Demonstrações Financeiras,,,1151736
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,03/2026,outro,Informe Trimestral,,,1182589
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,05/03/2024,assembleia,Instrumento Particular de Constituição/Encerramento do Fundo,,data/raw/54219179000100/615967_assembleia_assembleia_615967_2024-03-05.pdf,615967
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,05/03/2024,regulamento,Regulamento,,data/raw/54219179000100/615968_regulamento_regulamento_615968_2024-03-05.pdf,615968
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,14/03/2024,emissao,Aviso ao Mercado,,data/raw/54219179000100/620353_emissao_emissao_620353_2024-03-14.pdf,620353
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,14/03/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/54219179000100/622663_regulamento_regulamento_622663_2024-03-14.pdf,622663
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,14/03/2024,regulamento,Regulamento,,data/raw/54219179000100/622664_regulamento_regulamento_622664_2024-03-14.pdf,622664
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,31/03/2024,outro,Relatório de Agência de Rating,,,663052
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,11/04/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/54219179000100/638457_regulamento_regulamento_638457_2024-04-11.pdf,638457
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,11/04/2024,regulamento,Regulamento,,data/raw/54219179000100/638458_regulamento_regulamento_638458_2024-04-11.pdf,638458
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,12/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54219179000100/638448_evento_evento_638448_2024-04-12.pdf,638448
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,15/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54219179000100/640563_evento_evento_640563_2024-04-15.pdf,640563
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,15/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54219179000100/640880_evento_evento_640880_2024-04-15.pdf,640880
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,15/04/2024,emissao,Anúncio de Início,,data/raw/54219179000100/640912_emissao_emissao_640912_2024-04-15.pdf,640912
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,22/04/2024,emissao,Anúncio de Encerramento,,data/raw/54219179000100/643243_emissao_emissao_643243_2024-04-22.pdf,643243
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,22/04/2024,emissao,Anúncio de Encerramento,,data/raw/54219179000100/643431_emissao_emissao_643431_2024-04-22.pdf,643431
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,25/04/2024,emissao,Outros Documentos,,data/raw/54219179000100/644983_emissao_emissao_644983_2024-04-25.pdf,644983
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,06/2024,outro,Informe Trimestral,,,719160
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,09/2024,outro,Informe Trimestral,,,772493
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,12/2024,outro,Informe Trimestral,,,839025
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,31/12/2024,outro,Demonstrações Financeiras,,,864475
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,03/2025,outro,Informe Trimestral,,,901298
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,06/2025,outro,Informe Trimestral,,,970141
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,09/2025,outro,Informe Trimestral,,,1039923
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,26/11/2025,outro,Relatório de Agência de Rating,,,1048512
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,12/2025,outro,Informe Trimestral,,,1103657
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,22/12/2025 11:00,assembleia,AGE,Ata da Assembleia,data/raw/54219179000100/1072798_assembleia_assembleia_1072798_2025-12-22.pdf,1072798
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,22/12/2025,regulamento,Regulamento,,data/raw/54219179000100/1072799_regulamento_regulamento_1072799_2025-12-22.pdf,1072799
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,31/12/2025,outro,Demonstrações Financeiras,,,1151744
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,03/2026,outro,Informe Trimestral,,,1182590
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,05/03/2024,assembleia,Instrumento Particular de Constituição/Encerramento do Fundo,,data/raw/54248022000102/617722_assembleia_assembleia_617722_2024-03-05.pdf,617722
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,05/03/2024,regulamento,Regulamento,,data/raw/54248022000102/617723_regulamento_regulamento_617723_2024-03-05.pdf,617723
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,14/03/2024,emissao,Aviso ao Mercado,,data/raw/54248022000102/620354_emissao_emissao_620354_2024-03-14.pdf,620354
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,14/03/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/54248022000102/622665_regulamento_regulamento_622665_2024-03-14.pdf,622665
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,14/03/2024,regulamento,Regulamento,,data/raw/54248022000102/622677_regulamento_regulamento_622677_2024-03-14.pdf,622677
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,31/03/2024,outro,Relatório de Agência de Rating,,,663054
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,01/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54248022000102/632684_evento_evento_632684_2024-04-01.pdf,632684
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,11/04/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/54248022000102/638463_regulamento_regulamento_638463_2024-04-11.pdf,638463
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,11/04/2024,regulamento,Regulamento,,data/raw/54248022000102/638466_regulamento_regulamento_638466_2024-04-11.pdf,638466
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,12/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54248022000102/638459_evento_evento_638459_2024-04-12.pdf,638459
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,15/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54248022000102/640564_evento_evento_640564_2024-04-15.pdf,640564
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,15/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54248022000102/640883_evento_evento_640883_2024-04-15.pdf,640883
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,16/04/2024,emissao,Anúncio de Início,,data/raw/54248022000102/641900_emissao_emissao_641900_2024-04-16.pdf,641900
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,22/04/2024,emissao,Anúncio de Encerramento,,data/raw/54248022000102/643244_emissao_emissao_643244_2024-04-22.pdf,643244
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,22/04/2024,emissao,Anúncio de Encerramento,,data/raw/54248022000102/643430_emissao_emissao_643430_2024-04-22.pdf,643430
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,25/04/2024,emissao,Outros Documentos,,data/raw/54248022000102/644984_emissao_emissao_644984_2024-04-25.pdf,644984
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,06/2024,outro,Informe Trimestral,,,719159
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,09/2024,outro,Informe Trimestral,,,772494
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,12/2024,outro,Informe Trimestral,,,839028
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,31/12/2024,outro,Demonstrações Financeiras,,,864476
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,03/2025,outro,Informe Trimestral,,,901299
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,06/2025,outro,Informe Trimestral,,,970147
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,09/2025,outro,Informe Trimestral,,,1039924
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,12/2025,outro,Informe Trimestral,,,1103658
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,22/12/2025 14:00,assembleia,AGE,Ata da Assembleia,data/raw/54248022000102/1072737_assembleia_assembleia_1072737_2025-12-22.pdf,1072737
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,22/12/2025,regulamento,Regulamento,,data/raw/54248022000102/1072746_regulamento_regulamento_1072746_2025-12-22.pdf,1072746
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,31/12/2025,outro,Demonstrações Financeiras,,,1151750
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,03/2026,outro,Informe Trimestral,,,1182591
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,03/2026,outro,Informe Trimestral,,,1182592
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,01/04/2024,assembleia,Instrumento Particular de Constituição/Encerramento do Fundo,,data/raw/54559035000194/634435_assembleia_assembleia_634435_2024-04-01.pdf,634435
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,05/04/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/54559035000194/634437_regulamento_regulamento_634437_2024-04-05.pdf,634437
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,05/04/2024,regulamento,Regulamento,,data/raw/54559035000194/634463_regulamento_regulamento_634463_2024-04-05.pdf,634463
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,05/04/2024,outro,Outros Documentos,,,634466
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,05/04/2024,emissao,Anúncio de Início,,data/raw/54559035000194/634469_emissao_emissao_634469_2024-04-05.pdf,634469
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,23/04/2024,emissao,Anúncio de Encerramento,,data/raw/54559035000194/664160_emissao_emissao_664160_2024-04-23.pdf,664160
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,08/05/2024 10:00,assembleia,AGE,Ata da Assembleia,data/raw/54559035000194/672167_assembleia_assembleia_672167_2024-05-08.pdf,672167
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,31/05/2024,outro,Demonstrações Financeiras,,,727013
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,06/2024,outro,Informe Trimestral,,,720821
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,09/2024,outro,Informe Trimestral,,,780816
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,12/2024,outro,Informe Trimestral,,,840412
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,03/2025,outro,Informe Trimestral,,,903905
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,31/05/2025,outro,Demonstrações Financeiras,,,968565
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,06/2025,outro,Informe Trimestral,,,970673
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,09/2025,outro,Informe Trimestral,,,1037412
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,28/10/2025 11:00,assembleia,AGE,Ata da Assembleia,data/raw/54559035000194/1027103_assembleia_assembleia_1027103_2025-10-28.pdf,1027103
ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,54.559.035/0001-94,12/2025,outro,Informe Trimestral,,,1111924
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,17/05/2024,emissao,Aviso ao Mercado,,data/raw/54810968000102/666042_emissao_emissao_666042_2024-05-17.pdf,666042
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,21/05/2024,regulamento,Regulamento,,data/raw/54810968000102/666748_regulamento_regulamento_666748_2024-05-21.pdf,666748
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,21/05/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/54810968000102/666751_regulamento_regulamento_666751_2024-05-21.pdf,666751
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,21/05/2024,emissao,Anúncio de Início,,data/raw/54810968000102/666840_emissao_emissao_666840_2024-05-21.pdf,666840
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,22/05/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/54810968000102/666836_regulamento_regulamento_666836_2024-05-22.pdf,666836
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,22/05/2024,regulamento,Regulamento,,data/raw/54810968000102/666837_regulamento_regulamento_666837_2024-05-22.pdf,666837
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,06/2024,outro,Informe Trimestral,,,721733
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,09/2024,outro,Informe Trimestral,,,781232
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,29/11/2024 17:00,assembleia,AGE,Ata da Assembleia,data/raw/54810968000102/794746_assembleia_assembleia_794746_2024-11-29.pdf,794746
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,30/11/2024,outro,Demonstrações Financeiras,,,849792
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,12/2024,outro,Informe Trimestral,,,835192
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,02/12/2024,regulamento,Regulamento,,data/raw/54810968000102/794749_regulamento_regulamento_794749_2024-12-02.pdf,794749
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,03/2025,outro,Informe Trimestral,,,903230
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,22/04/2025 11:00,assembleia,AGE,Ata da Assembleia,data/raw/54810968000102/937758_assembleia_assembleia_937758_2025-04-22.pdf,937758
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,22/04/2025,regulamento,Regulamento,,data/raw/54810968000102/937760_regulamento_regulamento_937760_2025-04-22.pdf,937760
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,22/04/2025 11:00,assembleia,AGE,Edital de Convocação,data/raw/54810968000102/937766_assembleia_assembleia_937766_2025-04-22.pdf,937766
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,22/04/2025 12:00,assembleia,AGE,Edital de Convocação,data/raw/54810968000102/937769_assembleia_assembleia_937769_2025-04-22.pdf,937769
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,25/04/2025 14:15,assembleia,AGO,Edital de Convocação,data/raw/54810968000102/877269_assembleia_assembleia_877269_2025-04-25.pdf,877269
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,25/04/2025 14:15,assembleia,AGO,Ata da Assembleia,data/raw/54810968000102/885453_assembleia_assembleia_885453_2025-04-25.pdf,885453
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,25/04/2025 14:15,assembleia,AGO,Sumário das Decisões,data/raw/54810968000102/885456_assembleia_assembleia_885456_2025-04-25.pdf,885456
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,06/2025,outro,Informe Trimestral,,,966250
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,09/2025,outro,Informe Trimestral,,,1032201
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,30/11/2025,outro,Demonstrações Financeiras,,,1121266
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,12/2025,outro,Informe Trimestral,,,1107552
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,27/04/2026 13:45,assembleia,AGO,Edital de Convocação,data/raw/54810968000102/1165950_assembleia_assembleia_1165950_2026-04-27.pdf,1165950
ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.070.804/0001-59,22/05/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/55070804000159/667195_regulamento_regulamento_667195_2024-05-22.pdf,667195
ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.070.804/0001-59,22/05/2024,emissao,Anúncio de Início,,data/raw/55070804000159/667196_emissao_emissao_667196_2024-05-22.pdf,667196
ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.070.804/0001-59,31/05/2024,outro,Demonstrações Financeiras,,,727018
ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.070.804/0001-59,06/2024,outro,Informe Trimestral,,,720827
